artist_id,artist_name,total_followers,genres,popularity
15NtJjjHRFybdNSMyM9smT,Nevada,14754,['eurodance'],48
7CajNmpbOovFoOoasH2HaY,Calvin Harris,22837748,"['dance pop', 'edm', 'electro house', 'house', 'pop', 'progressive house', 'uk dance']",85
1l8Fu6IkuTP0U5QetQJ5Xt,Fifth Harmony,14814679,"['dance pop', 'girl group', 'pop', 'post-teen pop', 'talent show', 'uk pop']",68
1vg8YXdgvLLPPeXZkM7g5W,Daryl Ong,616391,['opm'],46
1Xylc3o4UrD53lo9CvFvVg,Zara Larsson,10361440,"['dance pop', 'edm', 'electropop', 'pop', 'pop dance', 'post-teen pop', 'scandipop', 'swedish electropop', 'swedish pop', 'tropical house', 'uk pop']",76
0NGAZxHanS9e0iNHpR8f2W,Alok,11785924,"['electro house', 'pop nacional', 'slap house']",79
787bCXOIvGeBw0Bc4kEjhD,Luke Christopher,165987,"['indie pop rap', 'pop rap']",48
0DnjaQqb436AH1idffI6CQ,Yeng Constantino,2390089,['opm'],55
1uNFoZAHBGtllmzznpCI3s,Justin Bieber,65805578,"['canadian pop', 'pop']",91
1t2caVgyabZrVDAlmMGraV,Michael Pangilinan,1504725,['opm'],52
3Gm5F95VdRxW3mqCn8RPBJ,Aminé,1807546,"['hip hop', 'pop', 'portland hip hop', 'rap']",69
2KsP6tYLJlTBvSUxnwlVWa,Mike Posner,1293185,"['dance pop', 'edm', 'pop', 'pop rap']",70
25u4wHJWxCA9vO0CzxAbK7,Lukas Graham,1968968,"['danish pop', 'pop', 'scandipop']",71
05o1zW8b6PV6rEquXr74sB,State of Sound,45129,"['deep tropical house', 'swedish tropical house', 'tropical house']",40
5y2Xq6xcjJb2jVM54GHK3t,John Legend,6266498,"['neo mellow', 'neo soul', 'pop', 'pop soul', 'r&b', 'urban contemporary']",78
5WUlDfRSoLAfcVSX1WnrxN,Sia,24369159,"['australian dance', 'australian pop', 'dance pop', 'pop']",83
4BNWanhw4AjSXjBm9L1Jzy,Juris,687872,['opm'],51
6T5tfhQCknKG4UnH90qGnz,DNCE,4273143,"['dance pop', 'pop', 'post-teen pop', 'uk pop']",71
2kZThDGZcHl4klYYFk0v8n,Moonstar88,874518,"['opm', 'pinoy rock', 'pop rock']",52
4dpARuHxo51G3z768sgnrY,Adele,42378088,"['british soul', 'pop', 'pop soul', 'uk pop']",84
4qzcg58jZdJ9ujEI6Cs3Ad,Krissy,14886,['opm'],34
0bdfiayQAKewqEvaU6rXCv,MØ,1382240,"['dance pop', 'danish pop', 'electropop', 'pop', 'tropical house', 'uk pop']",69
6JL8zeS1NmiOftqZTRgdTz,Meghan Trainor,11691141,"['dance pop', 'hip pop', 'pop', 'post-teen pop', 'uk pop']",75
3t5xRXzsuZmMDkQzgOX35S,Robin Schulz,2961840,"['dance pop', 'deep euro house', 'deep house', 'edm', 'german dance', 'pop', 'pop dance', 'tropical house']",77
4gzpq5DPGxSnKTe4SA8HAU,Coldplay,38548343,"['permanent wave', 'pop']",89
7vk5e3vY1uw9plTHJAMwjN,Alan Walker,35166948,['electro house'],80
5M0lbkGluOPXLeFjApw8r8,DRAM,821873,"['pop rap', 'rap', 'underground hip hop', 'virginia hip hop']",62
3YQKmKGau1PzlVlkL1iodx,Twenty One Pilots,22530674,"['modern rock', 'rock']",80
6aiCKnIN68hohzU3ZzNq48,Sarah Geronimo,3242110,['opm'],56
2tQbSWgZLIB8MXMnsXVRro,Nina,617783,"['dance pop', 'opm', 'pop rock']",54
2JEIN1g27pZdm3hKB9EwE5,Mark Carpio,156866,['opm'],49
5elcNQkZ6FCZA3grSOMngY,MYMP,947435,['opm'],58
6d47Z08T4snK50HgTEHo5Z,Sage The Gemini,819954,"['dance pop', 'hyphy', 'pop rap', 'rap', 'southern hip hop', 'viral rap']",64
6gK1Uct5FEdaUWRWpU4Cl2,Petit Biscuit,922380,['tropical house'],63
6ZgBJRjJsK1iOJGKGZxEUv,South Border,874458,"['classic opm', 'opm']",55
24fEOzlKhgSNLIcy9NdmwH,James Reid,316218,"['deep neofolk', 'opm', 'pinoy r&b']",51
3nZa8vRD64ueq3d0JNYTsl,6cyclemind,1015613,"['opm', 'pinoy rock', 'pop rock']",51
5pKCCKE2ajJHZ9KAiaK11H,Rihanna,50099829,"['barbadian pop', 'dance pop', 'pop', 'urban contemporary']",87
6s22t5Y3prQHyaHWUN1R1C,AJR,2510755,['modern rock'],76
2wY79sveU1sp5g7SokKOiI,Sam Smith,20186357,"['dance pop', 'pop', 'uk pop']",84
4NeCu267LZemnoq44lZYKy,Julie Anne San Jose,645527,['opm'],51
21E3waRsmPlU7jZsS13rcj,Ne-Yo,7417271,"['dance pop', 'pop', 'urban contemporary']",77
0ekbDNE2eOq8QiaXM34wer,Howie Day,306785,"['acoustic pop', 'neo mellow', 'pop rock']",55
2GqX0GnrKdi6Z2X2OReYOK,Piolo Pascual,213590,['opm'],43
0jarApAsbmiCkYhz0590mE,Freestyle,219980,"['opm', 'pop rock']",57
1Hsdzj7Dlq2I7tHP7501T4,Niall Horan,8841362,"['dance pop', 'neo mellow', 'pop', 'post-teen pop', 'uk pop']",76
3C4t1usFGoKHCSRdujm2GN,Ryan Cabrera,80273,"['neo mellow', 'pop rock', 'post-teen pop']",47
2Hjj68yyUPiC0HKEOigcEp,Jesse McCartney,922503,"['dance pop', 'neo mellow', 'pop', 'post-teen pop']",61
4AK6F7OLvEQ5QYCBNiQWHq,One Direction,27377194,"['boy band', 'pop', 'post-teen pop', 'talent show']",84
6ydoSd3N2mwgwBHtF6K7eX,Calum Scott,4517720,"['neo mellow', 'pop', 'uk pop']",78
0EmeFodog0BfCgMzAIvKQp,Shakira,24983158,"['colombian pop', 'dance pop', 'latin pop']",85
3wjsrpfO6odEphTZWx45RQ,Hearts & Colors,130468,"['australian pop', 'channel pop', 'neo mellow', 'pop rock', 'post-teen pop', 'uk pop', 'viral pop']",53
2sil8z5kiy4r76CRTXxBCA,The Goo Goo Dolls,2325601,"['neo mellow', 'permanent wave', 'pop rock']",71
0jNDKefhfSbLR9sFvcPLHo,San Holo,665999,"['edm', 'electro house', 'electronic trap', 'electropop', 'future bass', 'pop dance', 'pop edm', 'tropical house', 'vapor twitch']",58
64M6ah0SkkRsnPGtGiRAbb,Bebe Rexha,7554474,"['dance pop', 'pop', 'post-teen pop', 'uk pop']",82
3AQRLZ9PuTAozP28Skbq8V,The Script,7470050,"['celtic rock', 'neo mellow', 'pop', 'pop rock', 'uk pop']",73
2mxe0TnaNL039ysAj51xPQ,R. Kelly,2464044,[],66
5oWOx0BBDSMoFB8JDrjQre,Katharine McPhee,175482,"['dance pop', 'idol', 'post-teen pop']",52
55fhWPvDiMpLnE4ZzNXZyW,Noah Cyrus,1026374,"['pop', 'post-teen pop']",72
6oMuImdp5ZcFhWP0ESe6mG,Migos,12543999,"['atl hip hop', 'hip hop', 'pop rap', 'rap', 'trap']",77
5H6xmHXjsq98NLbEjuE29f,NEIKED,122594,"['dance pop', 'pop', 'pop dance', 'scandipop', 'tropical house']",68
6w7j5wQ5AI5OQYlcM15s2L,Extreme,462415,"['album rock', 'funk metal', 'glam metal', 'hard rock', 'rock']",62
1anyVhU62p31KFi8MEzkbf,Chance the Rapper,5741187,"['chicago rap', 'conscious hip hop', 'hip hop', 'pop rap', 'rap']",75
02kJSzxNuaWGqwubyUba0Z,G-Eazy,5095664,"['indie pop rap', 'oakland hip hop', 'pop', 'pop rap', 'rap']",75
6X9aYHnQ75YI8o08aoa0iS,Boyzone,935921,"['boy band', 'dance pop', 'europop', 'soft rock']",60
4ehtJnVumNf6xzSCDk8aLB,Martin Jensen,1278830,"['dance pop', 'danish electronic', 'edm', 'electro house', 'pop', 'pop dance', 'pop edm', 'tropical house', 'uk pop']",67
0t7vWPRBcVv4xBEHPZHSWA,Sitti,74010,['opm'],47
1vSN1fsvrzpbttOYGsliDr,Tori Kelly,2054167,['dance pop'],67
5ILrArfIV0tMURcHJN8Q07,Vanessa Carlton,557195,"['lilith', 'neo mellow', 'piano rock', 'pop rock', 'post-teen pop']",63
6dC0rIJNLSFZwqckLgXJ8p,Timeflies,324631,"['dance pop', 'indie pop rap', 'pop', 'pop dance', 'pop edm', 'pop rap', 'pop rock', 'post-teen pop', 'tropical house']",55
69ug07KFFRhcCZ7iZ1Mn1i,Bailey May,58337,[],31
2Rf4X6m0oayCJhaJ5K63GQ,Nathan Sykes,472277,"['post-teen pop', 'uk pop']",57
5X4LWwbUFNzPkEas04uU82,DVBBS,1001797,"['canadian electronic', 'dance pop', 'edm', 'electro house', 'pop', 'pop dance', 'pop edm', 'progressive electro house', 'slap house', 'tropical house']",64
0C8ZW7ezQVs4URX5aX7Kqx,Selena Gomez,37392376,"['dance pop', 'pop', 'post-teen pop', 'uk pop']",82
36jaGQtMj5UWD0eO1fCVdD,Joel Adams,167939,"['australian pop', 'pop soul']",55
5PokPZn11xzZXyXSfnvIM3,Lifehouse,1835803,"['alternative metal', 'neo mellow', 'pop rock', 'post-grunge']",64
5aMmmNxw4vgpc5XC6hK0zp,The Calling,671379,"['neo mellow', 'pop rock']",61
2FwJwEswyIUAljqgjNSHgP,Snakehips,344662,"['edm', 'electropop', 'pop', 'pop dance', 'tropical house']",63
0AJUYWKztkg5dnrHDIBv47,MiC LOWRY,47886,[],38
4phGZZrJZRo4ElhRtViYdl,Jason Mraz,6804659,"['acoustic pop', 'neo mellow', 'pop', 'pop rock']",72
7374lH6kwx9uQATYQ9H3Cp,Eraserheads,2793355,"['opm', 'pinoy reggae', 'pinoy rock']",63
6aZyMrc4doVtZyKNilOmwu,Colbie Caillat,2390570,"['dance pop', 'neo mellow', 'pop', 'pop rock']",67
3RpJ6OyOnaXRFRXSirgQa6,Jericho Rosales,98834,['opm'],47
6wPhSqRtPu1UhRCDX5yaDJ,The Pussycat Dolls,5212253,"['dance pop', 'girl group', 'pop', 'post-teen pop', 'uk pop', 'urban contemporary']",68
2WzaAvm2bBCf4pEhyuDgCY,Ruth B.,2236808,"['alt z', 'canadian contemporary r&b', 'canadian pop', 'pop']",76
7xEFii6utZmQ61kX59HmLH,FRENSHIP,178613,"['electropop', 'indie poptimism', 'la pop', 'pop dance', 'tropical house', 'uk pop']",55
7DW4ijH3n36QN0RlC0n649,Angeline Quinto,553333,['opm'],53
5lXfVoQxVgC5fpjkVqvNYn,Isaiah Firebrace,52828,"['australian pop', 'australian talent show']",50
4PVn1b2WnnXdq80C7uaZLZ,Nause,195273,"['edm', 'pop dance', 'progressive electro house', 'swedish pop']",46
0jnsk9HBra6NMjO2oANoPY,Flo Rida,8651810,"['dance pop', 'miami hip hop', 'pop', 'pop rap']",77
0hEurMDQu99nJRq8pTxO14,John Mayer,5632791,"['neo mellow', 'singer-songwriter']",77
7H55rcKCfwqkyDFH9wpKM6,Christina Perri,3369221,"['dance pop', 'neo mellow', 'pop', 'pop rock', 'post-teen pop', 'uk pop', 'viral pop']",71
1Fr6agZ6iSM5Ynn2k4C8sc,VÉRITÉ,292642,"['alt z', 'brooklyn indie', 'dark pop', 'electropop', 'indie electropop', 'indie pop', 'indie poptimism', 'metropopolis', 'nyc pop', 'pop', 'vapor pop', 'vapor soul']",52
5BAyYwbv8OSfqeXMjPgWX6,Toni Gonzaga,703961,"['classic opm', 'opm', 'papuri']",51
0DdDnziut7wOo6cAYWVZC5,KREAM,213129,"['dance pop', 'edm', 'electro house', 'house', 'pop dance', 'pop edm', 'tropical house']",61
6Ww3OMFzCaO33ulKh1LBFN,Hale,804596,"['opm', 'pinoy reggae', 'pinoy rock', 'pop rock']",60
2nZ18B9RTjJH56v2NTnNAI,Leanne & Naara,59097,"['opm', 'pinoy indie']",48
6nxWCVXbOlEVRexSbLsTer,Flume,2306954,"['australian dance', 'australian electropop', 'australian indie', 'downtempo', 'edm']",72
4TH4BHy0LdBi3dpBW4P2UX,R. City,128695,"['reggae fusion', 'virgin islands reggae']",62
5mnS9jJdKQQcRSqFu5YPVe,Auli'i Cravalho,94474,"['disney', 'hollywood', 'movie tunes', 'show tunes']",63
2LJxr7Pt3JnP60eLxwbDOu,Mandy Moore,661680,"['dance pop', 'hollywood', 'post-teen pop']",63
0lzV2CiahHRiGd6qpADtPS,James Hersey,51694,[],49
4bYPcJP5jwMhSivRcqie2n,Adam Levine,963822,"['deep talent show', 'neo mellow']",72
62WbvkXqQGvXQvw74GU3kQ,Morissette,1070016,['opm'],54
0gadJ2b9A4SKsB1RFkBb66,Passenger,3033419,"['folk-pop', 'neo mellow']",71
6jJ0s89eD6GaHleKKya26X,Katy Perry,22517963,"['dance pop', 'pop']",83
5mNum7eUoqWS6NBo91NYHP,Abra,23153,[],11
0AuZVHIr5WSEBbBLZwWwWc,Charice,161012,"['dance pop', 'opm', 'post-teen pop', 'viral pop']",48
2MqhkhX4npxDZ62ObR5ELO,Hoobastank,2166611,"['alternative metal', 'funk metal', 'nu metal', 'pop rock', 'post-grunge', 'rap rock']",65
6jV25rzTKQ2zMgrqHha1V5,CHANYEOL,1697145,['k-pop'],59
7KMqksf0UMdyA0UCf4R3ux,James Blunt,2675940,"['neo mellow', 'pop', 'pop rock']",70
0zOcE3mg9nS6l3yxt1Y0bK,The Fray,3711091,"['neo mellow', 'piano rock', 'pop', 'pop rock']",69
4kYGAK2zu9EAomwj3hXkXy,JP Cooper,794080,"['dance pop', 'neo mellow', 'pop', 'tropical house', 'uk pop']",69
6vWDO969PvNqNYHIOW5v0m,Beyoncé,32154178,"['dance pop', 'pop', 'r&b']",88
7xTcuBOIAAIGDOSvwYFPzk,Daniel Powter,236987,"['canadian pop', 'neo mellow', 'pop rock']",59
11hIqBsGRPztdjBHCSLClX,Daniel Bedingfield,170879,"['dance pop', 'europop']",53
4KOFxteqSAveWCElBVijTy,Joshua Garcia,34030,[],23
1mcqfNCReSFxun2vIWvC28,KZ Tandingan,824107,['opm'],54
719ZCUqy59oGckcB1MzVTx,The Company,21289,[],38
4HOEnLufwAqJ2qoJPVnL01,Callalily,1356678,"['opm', 'pinoy rock']",52
7HJDRQAfEcFiARVehhM6qD,Gloc 9,1105419,"['opm', 'pinoy hip hop', 'pinoy trap', 'tagalog rap']",59
6xfqnpe2HnLVUaYXs2F8YS,Anna Kendrick,320892,"['hollywood', 'movie tunes']",63
5JZ7CnR6gTvEMKX4g70Amv,Lauv,5226795,"['dance pop', 'electropop', 'pop']",78
1HY2Jd0NmPuamShAr6KMms,Lady Gaga,23199859,"['art pop', 'dance pop', 'pop']",85
4EzkuveR9pLvDVFNx6foYD,James Bay,3718329,"['neo mellow', 'pop', 'uk pop']",72
188VINPQh5dyNfLUkevKqf,Olivia Holt,1045356,"['alt z', 'dance pop', 'pop', 'post-teen pop', 'social media pop']",51
7hOGhpa8RMSuDOWntGIAJt,A R I Z O N A,391364,"['electropop', 'indie poptimism', 'pop', 'pop dance', 'pop edm', 'tropical house', 'uk pop']",60
3zrUX1hQrUB9aXcOiyQLmN,Stanaj,59939,[],43
6kXm2YCtdUOpRYNKeKhfue,Ryan Gosling,41249,['hollywood'],55
3rIZMv9rysU7JkLzEaC5Jp,Snow Patrol,2676521,"['irish rock', 'neo mellow', 'permanent wave', 'pop rock']",67
0ZED1XzwlLHW4ZaG4lOT6m,Julia Michaels,4552317,"['alt z', 'dance pop', 'electropop', 'pop', 'post-teen pop']",74
0XOSmu9Qn1agQULUVe0dAK,Inigo Pascual,470249,['opm'],46
49tQo2QULno7gxHutgccqF,LANY,4990150,"['la pop', 'pop']",75
6aLdhHUqgdKE86xbtNmY8g,Crush,1032167,"['k-pop', 'korean r&b']",67
64KEffDW9EtZ1y2vBYgq8T,Marshmello,34265820,"['brostep', 'dance pop', 'edm', 'pop', 'pop dance', 'progressive electro house']",83
1XLjkBxFokuDTlHt0mQkRe,Thomas Gold,163206,"['big room', 'edm', 'electro house', 'funky tech house', 'german techno', 'pop dance', 'pop edm', 'progressive electro house', 'progressive house']",51
6O74knDqdv3XaWtkII7Xjp,Boyz II Men,2568214,"['boy band', 'contemporary r&b', 'new jack swing', 'r&b', 'urban contemporary']",65
4lDBihdpMlOalxy1jkUbPl,Grey,69265,['pop edm'],65
1tXFYQZSAswt4JLB42lpye,Sponge Cola,1091465,"['opm', 'pinoy reggae', 'pinoy rock', 'pop rock']",55
4V8Sr092TqfHkfAA5fXXqG,Luis Fonsi,10589263,"['latin pop', 'puerto rican pop']",75
4U78sK2D3zASSB6oSR38GQ,Christian Bautista,444845,['opm'],52
3DiDSECUqqY1AuBP8qtaIa,Alicia Keys,9965145,"['hip pop', 'neo soul', 'pop', 'r&b', 'urban contemporary']",77
58MLl9nC29IXbE4nEtuoP2,Alex & Sierra,1110402,"['neo mellow', 'pop', 'post-teen pop', 'uk pop', 'viral pop']",61
53XhwfbYqKCa1cC15pYq2q,Imagine Dragons,41941289,"['modern rock', 'rock']",88
5338fdSzGNOFD4cxAxDTeq,Aaron Carter,278484,"['europop', 'post-teen pop']",44
0c173mlxpT3dSFRgMO8XPh,Big Sean,10025366,"['detroit hip hop', 'hip hop', 'pop', 'pop rap', 'r&b', 'rap', 'southern hip hop', 'trap']",79
4NagmapOfJiPOxJ9vQsrsf,Mikkel S. Eriksen,241,[],19
4Rxn7Im3LGfyRkY2FlHhWi,Nick Jonas,8333646,"['dance pop', 'pop', 'post-teen pop', 'uk pop']",64
7LVPSD4kabI5LiXIVPI8tn,Jona,118424,['opm'],44
74KM79TiuVKeVCqs8QtB0B,Sabrina Carpenter,4446049,"['alt z', 'dance pop', 'electropop', 'pop', 'post-teen pop', 'uk pop']",74
1DZGAZcaTA32eLJELEsjXY,Kiana V,45321,['pinoy indie'],44
4qBgvVog0wzW75IQ48mU7v,KYLE,1020754,"['pop', 'pop rap', 'rap', 'viral rap']",66
2yEkZBBjhzKzt6LF5XMaFi,Blue,504798,"['boy band', 'dance pop', 'europop']",61
1GxkXlMwML1oSg5eLPiAz3,Michael Bublé,5442693,"['adult standards', 'canadian pop', 'jazz pop', 'lounge']",74
3Nrfpe0tUJi4K4DXYWgMUX,BTS,54852457,"['k-pop', 'k-pop boy group']",91
0dtmYDbYpwcdHPBI1OJatT,Hugh Grant,6824,['hollywood'],46
5rSXSAkZ67PYJSvpUpkOr7,Backstreet Boys,4729458,"['boy band', 'dance pop']",74
2XMxHczWkSzDDFhiC3zt8k,Marié Digby,70755,"['lilith', 'neo mellow']",43
0L6Gwm0JDrgIQJfjarWSUR,Edwin McCain,284369,"['neo mellow', 'pop rock']",53
0AvtzKTYleNqdJXoZasQWG,Stephen Speaks,148324,"['acoustic pop', 'neo mellow', 'opm', 'pop rock', 'viral pop']",58
6Ff53KvcvAj5U7Z1vojB5o,*NSYNC,1858926,"['boy band', 'dance pop']",66
0lJlKQvuM2Sd9DPPyUXcHg,Sixpence None The Richer,401434,"['neo mellow', 'pop rock']",62
0X2BH1fck6amBIoJhDVmmJ,Ellie Goulding,11143953,"['dance pop', 'edm', 'electropop', 'indietronica', 'metropopolis', 'pop', 'uk pop']",78
3QLIkT4rD2FMusaqmkepbq,Rachel Platten,848793,"['dance pop', 'neo mellow', 'pop', 'pop rock', 'post-teen pop']",62
3z0IVhtuFvt9VYUZGT98PU,Jay R,148916,['opm'],43
5Pwc4xIPtQLFEnJriah9YJ,OneRepublic,14199800,"['piano rock', 'pop', 'pop rock']",85
3FUY2gzHeIiaesXtOAdB7A,Train,4119214,"['dance pop', 'neo mellow', 'pop', 'pop rock']",72
0xNog7ZdcTq9sJFiIXJJTH,Kaye Cal,507939,['opm'],44
246dkjvS1zLTtiykXe5h60,Post Malone,38166350,"['dfw rap', 'melodic rap', 'rap']",89
23fqKkggKUBHNkbKtXEls4,Kygo,8141776,"['edm', 'pop', 'pop dance', 'tropical house']",80
6XyY86QOPPrYVGvF9ch6wz,Linkin Park,21735103,"['alternative metal', 'nu metal', 'post-grunge', 'rap metal']",83
09DdQEMQaaq0f99vqqub3V,krissy & ericka,25508,['acoustic opm'],46
00FQb4jTyendYWaN8pK0wa,Lana Del Rey,17826122,"['art pop', 'pop']",87
2qxJFvFYMEDqd7ui6kSAcq,Zedd,5807997,"['complextro', 'dance pop', 'edm', 'electro house', 'electropop', 'german techno', 'pop', 'pop dance', 'pop rap', 'tropical house', 'uk pop']",75
07YZf4WDAMNwqr4jfgOZ8y,Jason Derulo,11532667,"['dance pop', 'pop', 'pop rap', 'post-teen pop']",80
2kucQ9jQwuD8jWdtR9Ef38,Sam Hunt,2244172,"['contemporary country', 'country', 'country pop', 'country road']",70
1bqxdqvUtPWZri43cKHac8,MAX,766253,"['dance pop', 'electropop', 'pop', 'post-teen pop', 'uk pop', 'viral pop']",70
163tK9Wjr9P9DmM0AVK7lm,Lorde,9865242,"['art pop', 'metropopolis', 'nz pop', 'pop', 'yakut pop']",76
1RyvyyTE3xzB2ZywiAwp0i,Future,12142997,"['atl hip hop', 'rap', 'southern hip hop', 'trap']",88
6LuN9FCkKOj5PcnpouEgny,Khalid,15514315,"['pop', 'pop r&b']",86
1xHQO9GJIW9OXHxGBISYc5,Marian Hill,456654,['electropop'],55
4Q6nIcaBED8qUel8bBx6Cr,Jax Jones,1055462,"['dance pop', 'edm', 'house', 'pop', 'pop dance', 'pop rap', 'tropical house', 'uk dance', 'uk pop']",75
5yVM85m9yNcHO6o0vaaVxW,Daniel Padilla,475061,['opm'],53
4S9EykWXhStSc15wEx8QFK,Céline Dion,6556787,['canadian pop'],73
4N3cNXg5phUzRzuJYYxQlV,Emma Watson,77566,"['disney', 'hollywood', 'movie tunes', 'show tunes']",51
4tB1f1h4TQqDz4bNaibMpl,Emma Thompson,3350,['show tunes'],49
5lLVsxABqSuosfqAoLQeXV,Dan Stevens,5948,['disney'],49
105Paee9vmV5rfLSG652e1,Ewan McGregor,32380,['hollywood'],54
1Cs0zKBU1kc0i8ypK3B9ai,David Guetta,24728677,"['big room', 'dance pop', 'edm', 'pop', 'pop dance']",88
6M2wZ9GZgrQXHCFfjv46we,Dua Lipa,36295624,"['dance pop', 'pop', 'uk pop']",89
2MoxYOhy9ooC8KRcdgIFif,Leroy Styles,3743,['dutch edm'],27
7DMveApC7UnC2NPfPvlHSU,Cheat Codes,2090377,"['dance pop', 'edm', 'electro house', 'electropop', 'pop', 'pop dance', 'tropical house', 'uk pop']",71
2YZyLoL8N0Wb9xBt1NhZWg,Kendrick Lamar,21452213,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']",88
0uGk2czvcpWQA383Im6ajf,Maggie Lindemann,1820747,"['alt z', 'dark pop', 'indie poptimism', 'pop', 'post-teen pop']",67
